STATE,LOGRECNO,GEOID,GEOGRAPHY NAME
RI,0000423,08000US440097700099999051000,"Census Tract 510 (part), Remainder of Westerly town, Westerly town, Washington County, Rhode Island"
RI,0000424,08000US440097700099999990100,"Census Tract 9901 (part), Remainder of Westerly town, Westerly town, Washington County, Rhode Island"
RI,0000425,14000US44001030100,"Census Tract 301, Bristol County, Rhode Island"
RI,0000426,14000US44001030200,"Census Tract 302, Bristol County, Rhode Island"
RI,0000427,14000US44001030300,"Census Tract 303, Bristol County, Rhode Island"
RI,0000428,14000US44001030400,"Census Tract 304, Bristol County, Rhode Island"
RI,0000429,14000US44001030500,"Census Tract 305, Bristol County, Rhode Island"
RI,0000430,14000US44001030601,"Census Tract 306.01, Bristol County, Rhode Island"
RI,0000431,14000US44001030602,"Census Tract 306.02, Bristol County, Rhode Island"
RI,0000432,14000US44001030700,"Census Tract 307, Bristol County, Rhode Island"
RI,0000433,14000US44001030800,"Census Tract 308, Bristol County, Rhode Island"
RI,0000434,14000US44001030901,"Census Tract 309.01, Bristol County, Rhode Island"
RI,0000435,14000US44001030902,"Census Tract 309.02, Bristol County, Rhode Island"
RI,0000436,14000US44003020101,"Census Tract 201.01, Kent County, Rhode Island"
RI,0000437,14000US44003020102,"Census Tract 201.02, Kent County, Rhode Island"
RI,0000438,14000US44003020200,"Census Tract 202, Kent County, Rhode Island"
RI,0000439,14000US44003020300,"Census Tract 203, Kent County, Rhode Island"
RI,0000440,14000US44003020400,"Census Tract 204, Kent County, Rhode Island"
RI,0000441,14000US44003020500,"Census Tract 205, Kent County, Rhode Island"
RI,0000442,14000US44003020601,"Census Tract 206.01, Kent County, Rhode Island"
RI,0000443,14000US44003020602,"Census Tract 206.02, Kent County, Rhode Island"
RI,0000444,14000US44003020603,"Census Tract 206.03, Kent County, Rhode Island"
RI,0000445,14000US44003020604,"Census Tract 206.04, Kent County, Rhode Island"
RI,0000446,14000US44003020701,"Census Tract 207.01, Kent County, Rhode Island"
RI,0000447,14000US44003020702,"Census Tract 207.02, Kent County, Rhode Island"
RI,0000448,14000US44003020703,"Census Tract 207.03, Kent County, Rhode Island"
RI,0000449,14000US44003020800,"Census Tract 208, Kent County, Rhode Island"
RI,0000450,14000US44003020901,"Census Tract 209.01, Kent County, Rhode Island"
RI,0000451,14000US44003020903,"Census Tract 209.03, Kent County, Rhode Island"
RI,0000452,14000US44003020904,"Census Tract 209.04, Kent County, Rhode Island"
RI,0000453,14000US44003021001,"Census Tract 210.01, Kent County, Rhode Island"
RI,0000454,14000US44003021002,"Census Tract 210.02, Kent County, Rhode Island"
RI,0000455,14000US44003021100,"Census Tract 211, Kent County, Rhode Island"
RI,0000456,14000US44003021200,"Census Tract 212, Kent County, Rhode Island"
RI,0000457,14000US44003021300,"Census Tract 213, Kent County, Rhode Island"
RI,0000458,14000US44003021401,"Census Tract 214.01, Kent County, Rhode Island"
RI,0000459,14000US44003021402,"Census Tract 214.02, Kent County, Rhode Island"
RI,0000460,14000US44003021501,"Census Tract 215.01, Kent County, Rhode Island"
RI,0000461,14000US44003021502,"Census Tract 215.02, Kent County, Rhode Island"
RI,0000462,14000US44003021600,"Census Tract 216, Kent County, Rhode Island"
RI,0000463,14000US44003021700,"Census Tract 217, Kent County, Rhode Island"
RI,0000464,14000US44003021800,"Census Tract 218, Kent County, Rhode Island"
RI,0000465,14000US44003021901,"Census Tract 219.01, Kent County, Rhode Island"
RI,0000466,14000US44003021902,"Census Tract 219.02, Kent County, Rhode Island"
RI,0000467,14000US44003021903,"Census Tract 219.03, Kent County, Rhode Island"
RI,0000468,14000US44003022000,"Census Tract 220, Kent County, Rhode Island"
RI,0000469,14000US44003022100,"Census Tract 221, Kent County, Rhode Island"
RI,0000470,14000US44003022201,"Census Tract 222.01, Kent County, Rhode Island"
RI,0000471,14000US44003022202,"Census Tract 222.02, Kent County, Rhode Island"
RI,0000472,14000US44003022300,"Census Tract 223, Kent County, Rhode Island"
RI,0000473,14000US44003022400,"Census Tract 224, Kent County, Rhode Island"
RI,0000474,14000US44003980000,"Census Tract 9800, Kent County, Rhode Island"
RI,0000475,14000US44005040101,"Census Tract 401.01, Newport County, Rhode Island"
RI,0000476,14000US44005040102,"Census Tract 401.02, Newport County, Rhode Island"
RI,0000477,14000US44005040103,"Census Tract 401.03, Newport County, Rhode Island"
RI,0000478,14000US44005040200,"Census Tract 402, Newport County, Rhode Island"
RI,0000479,14000US44005040302,"Census Tract 403.02, Newport County, Rhode Island"
RI,0000480,14000US44005040303,"Census Tract 403.03, Newport County, Rhode Island"
RI,0000481,14000US44005040304,"Census Tract 403.04, Newport County, Rhode Island"
RI,0000482,14000US44005040400,"Census Tract 404, Newport County, Rhode Island"
RI,0000483,14000US44005040500,"Census Tract 405, Newport County, Rhode Island"
RI,0000484,14000US44005040600,"Census Tract 406, Newport County, Rhode Island"
RI,0000485,14000US44005040700,"Census Tract 407, Newport County, Rhode Island"
RI,0000486,14000US44005040800,"Census Tract 408, Newport County, Rhode Island"
RI,0000487,14000US44005040900,"Census Tract 409, Newport County, Rhode Island"
RI,0000488,14000US44005041000,"Census Tract 410, Newport County, Rhode Island"
RI,0000489,14000US44005041100,"Census Tract 411, Newport County, Rhode Island"
RI,0000490,14000US44005041200,"Census Tract 412, Newport County, Rhode Island"
RI,0000491,14000US44005041300,"Census Tract 413, Newport County, Rhode Island"
RI,0000492,14000US44005041400,"Census Tract 414, Newport County, Rhode Island"
RI,0000493,14000US44005041601,"Census Tract 416.01, Newport County, Rhode Island"
RI,0000494,14000US44005041602,"Census Tract 416.02, Newport County, Rhode Island"
RI,0000495,14000US44005041701,"Census Tract 417.01, Newport County, Rhode Island"
RI,0000496,14000US44005041702,"Census Tract 417.02, Newport County, Rhode Island"
RI,0000497,14000US44005990000,"Census Tract 9900, Newport County, Rhode Island"
RI,0000498,14000US44007000101,"Census Tract 1.01, Providence County, Rhode Island"
RI,0000499,14000US44007000102,"Census Tract 1.02, Providence County, Rhode Island"
RI,0000500,14000US44007000200,"Census Tract 2, Providence County, Rhode Island"
RI,0000501,14000US44007000300,"Census Tract 3, Providence County, Rhode Island"
RI,0000502,14000US44007000400,"Census Tract 4, Providence County, Rhode Island"
RI,0000503,14000US44007000500,"Census Tract 5, Providence County, Rhode Island"
RI,0000504,14000US44007000600,"Census Tract 6, Providence County, Rhode Island"
RI,0000505,14000US44007000700,"Census Tract 7, Providence County, Rhode Island"
RI,0000506,14000US44007000800,"Census Tract 8, Providence County, Rhode Island"
RI,0000507,14000US44007000900,"Census Tract 9, Providence County, Rhode Island"
RI,0000508,14000US44007001000,"Census Tract 10, Providence County, Rhode Island"
RI,0000509,14000US44007001100,"Census Tract 11, Providence County, Rhode Island"
RI,0000510,14000US44007001200,"Census Tract 12, Providence County, Rhode Island"
RI,0000511,14000US44007001300,"Census Tract 13, Providence County, Rhode Island"
RI,0000512,14000US44007001400,"Census Tract 14, Providence County, Rhode Island"
RI,0000513,14000US44007001500,"Census Tract 15, Providence County, Rhode Island"
RI,0000514,14000US44007001600,"Census Tract 16, Providence County, Rhode Island"
RI,0000515,14000US44007001700,"Census Tract 17, Providence County, Rhode Island"
RI,0000516,14000US44007001800,"Census Tract 18, Providence County, Rhode Island"
RI,0000517,14000US44007001900,"Census Tract 19, Providence County, Rhode Island"
RI,0000518,14000US44007002000,"Census Tract 20, Providence County, Rhode Island"
RI,0000519,14000US44007002101,"Census Tract 21.01, Providence County, Rhode Island"
RI,0000520,14000US44007002102,"Census Tract 21.02, Providence County, Rhode Island"
RI,0000521,14000US44007002200,"Census Tract 22, Providence County, Rhode Island"
RI,0000522,14000US44007002300,"Census Tract 23, Providence County, Rhode Island"
RI,0000523,14000US44007002400,"Census Tract 24, Providence County, Rhode Island"
RI,0000524,14000US44007002500,"Census Tract 25, Providence County, Rhode Island"
RI,0000525,14000US44007002600,"Census Tract 26, Providence County, Rhode Island"
RI,0000526,14000US44007002700,"Census Tract 27, Providence County, Rhode Island"
RI,0000527,14000US44007002800,"Census Tract 28, Providence County, Rhode Island"
RI,0000528,14000US44007002900,"Census Tract 29, Providence County, Rhode Island"
RI,0000529,14000US44007003100,"Census Tract 31, Providence County, Rhode Island"
RI,0000530,14000US44007003200,"Census Tract 32, Providence County, Rhode Island"
RI,0000531,14000US44007003300,"Census Tract 33, Providence County, Rhode Island"
RI,0000532,14000US44007003400,"Census Tract 34, Providence County, Rhode Island"
RI,0000533,14000US44007003500,"Census Tract 35, Providence County, Rhode Island"
RI,0000534,14000US44007003601,"Census Tract 36.01, Providence County, Rhode Island"
RI,0000535,14000US44007003602,"Census Tract 36.02, Providence County, Rhode Island"
RI,0000536,14000US44007003700,"Census Tract 37, Providence County, Rhode Island"
RI,0000537,14000US44007010101,"Census Tract 101.01, Providence County, Rhode Island"
RI,0000538,14000US44007010102,"Census Tract 101.02, Providence County, Rhode Island"
RI,0000539,14000US44007010200,"Census Tract 102, Providence County, Rhode Island"
RI,0000540,14000US44007010300,"Census Tract 103, Providence County, Rhode Island"
RI,0000541,14000US44007010400,"Census Tract 104, Providence County, Rhode Island"
RI,0000542,14000US44007010501,"Census Tract 105.01, Providence County, Rhode Island"
RI,0000543,14000US44007010502,"Census Tract 105.02, Providence County, Rhode Island"
RI,0000544,14000US44007010600,"Census Tract 106, Providence County, Rhode Island"
RI,0000545,14000US44007010701,"Census Tract 107.01, Providence County, Rhode Island"
RI,0000546,14000US44007010702,"Census Tract 107.02, Providence County, Rhode Island"
RI,0000547,14000US44007010800,"Census Tract 108, Providence County, Rhode Island"
RI,0000548,14000US44007010900,"Census Tract 109, Providence County, Rhode Island"
RI,0000549,14000US44007011000,"Census Tract 110, Providence County, Rhode Island"
RI,0000550,14000US44007011100,"Census Tract 111, Providence County, Rhode Island"
RI,0000551,14000US44007011200,"Census Tract 112, Providence County, Rhode Island"
RI,0000552,14000US44007011301,"Census Tract 113.01, Providence County, Rhode Island"
RI,0000553,14000US44007011302,"Census Tract 113.02, Providence County, Rhode Island"
RI,0000554,14000US44007011401,"Census Tract 114.01, Providence County, Rhode Island"
RI,0000555,14000US44007011402,"Census Tract 114.02, Providence County, Rhode Island"
RI,0000556,14000US44007011403,"Census Tract 114.03, Providence County, Rhode Island"
RI,0000557,14000US44007011500,"Census Tract 115, Providence County, Rhode Island"
RI,0000558,14000US44007011600,"Census Tract 116, Providence County, Rhode Island"
RI,0000559,14000US44007011701,"Census Tract 117.01, Providence County, Rhode Island"
RI,0000560,14000US44007011702,"Census Tract 117.02, Providence County, Rhode Island"
RI,0000561,14000US44007011800,"Census Tract 118, Providence County, Rhode Island"
RI,0000562,14000US44007011901,"Census Tract 119.01, Providence County, Rhode Island"
RI,0000563,14000US44007011902,"Census Tract 119.02, Providence County, Rhode Island"
RI,0000564,14000US44007012000,"Census Tract 120, Providence County, Rhode Island"
RI,0000565,14000US44007012102,"Census Tract 121.02, Providence County, Rhode Island"
RI,0000566,14000US44007012103,"Census Tract 121.03, Providence County, Rhode Island"
RI,0000567,14000US44007012104,"Census Tract 121.04, Providence County, Rhode Island"
RI,0000568,14000US44007012200,"Census Tract 122, Providence County, Rhode Island"
RI,0000569,14000US44007012300,"Census Tract 123, Providence County, Rhode Island"
RI,0000570,14000US44007012401,"Census Tract 124.01, Providence County, Rhode Island"
RI,0000571,14000US44007012402,"Census Tract 124.02, Providence County, Rhode Island"
RI,0000572,14000US44007012500,"Census Tract 125, Providence County, Rhode Island"
RI,0000573,14000US44007012601,"Census Tract 126.01, Providence County, Rhode Island"
RI,0000574,14000US44007012602,"Census Tract 126.02, Providence County, Rhode Island"
RI,0000575,14000US44007012701,"Census Tract 127.01, Providence County, Rhode Island"
RI,0000576,14000US44007012702,"Census Tract 127.02, Providence County, Rhode Island"
RI,0000577,14000US44007012801,"Census Tract 128.01, Providence County, Rhode Island"
RI,0000578,14000US44007012802,"Census Tract 128.02, Providence County, Rhode Island"
RI,0000579,14000US44007012803,"Census Tract 128.03, Providence County, Rhode Island"
RI,0000580,14000US44007012900,"Census Tract 129, Providence County, Rhode Island"
RI,0000581,14000US44007013001,"Census Tract 130.01, Providence County, Rhode Island"
RI,0000582,14000US44007013002,"Census Tract 130.02, Providence County, Rhode Island"
RI,0000583,14000US44007013101,"Census Tract 131.01, Providence County, Rhode Island"
RI,0000584,14000US44007013102,"Census Tract 131.02, Providence County, Rhode Island"
RI,0000585,14000US44007013201,"Census Tract 132.01, Providence County, Rhode Island"
RI,0000586,14000US44007013202,"Census Tract 132.02, Providence County, Rhode Island"
RI,0000587,14000US44007013300,"Census Tract 133, Providence County, Rhode Island"
RI,0000588,14000US44007013400,"Census Tract 134, Providence County, Rhode Island"
RI,0000589,14000US44007013500,"Census Tract 135, Providence County, Rhode Island"
RI,0000590,14000US44007013600,"Census Tract 136, Providence County, Rhode Island"
RI,0000591,14000US44007013701,"Census Tract 137.01, Providence County, Rhode Island"
RI,0000592,14000US44007013702,"Census Tract 137.02, Providence County, Rhode Island"
RI,0000593,14000US44007013800,"Census Tract 138, Providence County, Rhode Island"
RI,0000594,14000US44007013900,"Census Tract 139, Providence County, Rhode Island"
RI,0000595,14000US44007014000,"Census Tract 140, Providence County, Rhode Island"
RI,0000596,14000US44007014100,"Census Tract 141, Providence County, Rhode Island"
RI,0000597,14000US44007014200,"Census Tract 142, Providence County, Rhode Island"
RI,0000598,14000US44007014300,"Census Tract 143, Providence County, Rhode Island"
RI,0000599,14000US44007014400,"Census Tract 144, Providence County, Rhode Island"
RI,0000600,14000US44007014501,"Census Tract 145.01, Providence County, Rhode Island"
RI,0000601,14000US44007014502,"Census Tract 145.02, Providence County, Rhode Island"
RI,0000602,14000US44007014600,"Census Tract 146, Providence County, Rhode Island"
RI,0000603,14000US44007014700,"Census Tract 147, Providence County, Rhode Island"
RI,0000604,14000US44007014800,"Census Tract 148, Providence County, Rhode Island"
RI,0000605,14000US44007015000,"Census Tract 150, Providence County, Rhode Island"
RI,0000606,14000US44007015100,"Census Tract 151, Providence County, Rhode Island"
RI,0000607,14000US44007015200,"Census Tract 152, Providence County, Rhode Island"
RI,0000608,14000US44007015300,"Census Tract 153, Providence County, Rhode Island"
RI,0000609,14000US44007015400,"Census Tract 154, Providence County, Rhode Island"
RI,0000610,14000US44007015500,"Census Tract 155, Providence County, Rhode Island"
RI,0000611,14000US44007015600,"Census Tract 156, Providence County, Rhode Island"
RI,0000612,14000US44007015700,"Census Tract 157, Providence County, Rhode Island"
RI,0000613,14000US44007015800,"Census Tract 158, Providence County, Rhode Island"
RI,0000614,14000US44007015900,"Census Tract 159, Providence County, Rhode Island"
RI,0000615,14000US44007016000,"Census Tract 160, Providence County, Rhode Island"
RI,0000616,14000US44007016100,"Census Tract 161, Providence County, Rhode Island"
RI,0000617,14000US44007016300,"Census Tract 163, Providence County, Rhode Island"
RI,0000618,14000US44007016400,"Census Tract 164, Providence County, Rhode Island"
RI,0000619,14000US44007016500,"Census Tract 165, Providence County, Rhode Island"
RI,0000620,14000US44007016600,"Census Tract 166, Providence County, Rhode Island"
RI,0000621,14000US44007016700,"Census Tract 167, Providence County, Rhode Island"
RI,0000622,14000US44007016800,"Census Tract 168, Providence County, Rhode Island"
RI,0000623,14000US44007016900,"Census Tract 169, Providence County, Rhode Island"
RI,0000624,14000US44007017000,"Census Tract 170, Providence County, Rhode Island"
RI,0000625,14000US44007017100,"Census Tract 171, Providence County, Rhode Island"
RI,0000626,14000US44007017300,"Census Tract 173, Providence County, Rhode Island"
RI,0000627,14000US44007017400,"Census Tract 174, Providence County, Rhode Island"
RI,0000628,14000US44007017500,"Census Tract 175, Providence County, Rhode Island"
RI,0000629,14000US44007017600,"Census Tract 176, Providence County, Rhode Island"
RI,0000630,14000US44007017700,"Census Tract 177, Providence County, Rhode Island"
RI,0000631,14000US44007017800,"Census Tract 178, Providence County, Rhode Island"
RI,0000632,14000US44007017900,"Census Tract 179, Providence County, Rhode Island"
RI,0000633,14000US44007018000,"Census Tract 180, Providence County, Rhode Island"
RI,0000634,14000US44007018100,"Census Tract 181, Providence County, Rhode Island"
RI,0000635,14000US44007018200,"Census Tract 182, Providence County, Rhode Island"
RI,0000636,14000US44007018300,"Census Tract 183, Providence County, Rhode Island"
RI,0000637,14000US44007018400,"Census Tract 184, Providence County, Rhode Island"
RI,0000638,14000US44007018500,"Census Tract 185, Providence County, Rhode Island"
RI,0000639,14000US44009041500,"Census Tract 415, Washington County, Rhode Island"
RI,0000640,14000US44009050102,"Census Tract 501.02, Washington County, Rhode Island"
RI,0000641,14000US44009050103,"Census Tract 501.03, Washington County, Rhode Island"
RI,0000642,14000US44009050104,"Census Tract 501.04, Washington County, Rhode Island"
RI,0000643,14000US44009050301,"Census Tract 503.01, Washington County, Rhode Island"
RI,0000644,14000US44009050302,"Census Tract 503.02, Washington County, Rhode Island"
RI,0000645,14000US44009050401,"Census Tract 504.01, Washington County, Rhode Island"
RI,0000646,14000US44009050402,"Census Tract 504.02, Washington County, Rhode Island"
RI,0000647,14000US44009050500,"Census Tract 505, Washington County, Rhode Island"
RI,0000648,14000US44009050600,"Census Tract 506, Washington County, Rhode Island"
RI,0000649,14000US44009050700,"Census Tract 507, Washington County, Rhode Island"
RI,0000650,14000US44009050801,"Census Tract 508.01, Washington County, Rhode Island"
RI,0000651,14000US44009050802,"Census Tract 508.02, Washington County, Rhode Island"
RI,0000652,14000US44009050901,"Census Tract 509.01, Washington County, Rhode Island"
RI,0000653,14000US44009050902,"Census Tract 509.02, Washington County, Rhode Island"
RI,0000654,14000US44009051000,"Census Tract 510, Washington County, Rhode Island"
RI,0000655,14000US44009051101,"Census Tract 511.01, Washington County, Rhode Island"
RI,0000656,14000US44009051102,"Census Tract 511.02, Washington County, Rhode Island"
RI,0000657,14000US44009051201,"Census Tract 512.01, Washington County, Rhode Island"
RI,0000658,14000US44009051202,"Census Tract 512.02, Washington County, Rhode Island"
RI,0000659,14000US44009051302,"Census Tract 513.02, Washington County, Rhode Island"
RI,0000660,14000US44009051304,"Census Tract 513.04, Washington County, Rhode Island"
RI,0000661,14000US44009051305,"Census Tract 513.05, Washington County, Rhode Island"
RI,0000662,14000US44009051306,"Census Tract 513.06, Washington County, Rhode Island"
RI,0000663,14000US44009051400,"Census Tract 514, Washington County, Rhode Island"
RI,0000664,14000US44009051502,"Census Tract 515.02, Washington County, Rhode Island"
RI,0000665,14000US44009051503,"Census Tract 515.03, Washington County, Rhode Island"
RI,0000666,14000US44009051504,"Census Tract 515.04, Washington County, Rhode Island"
RI,0000667,14000US44009990100,"Census Tract 9901, Washington County, Rhode Island"
RI,0000668,14000US44009990200,"Census Tract 9902, Washington County, Rhode Island"
RI,0000669,15000US440010301001,"Block Group 1, Census Tract 301, Bristol County, Rhode Island"
RI,0000670,15000US440010301002,"Block Group 2, Census Tract 301, Bristol County, Rhode Island"
RI,0000671,15000US440010301003,"Block Group 3, Census Tract 301, Bristol County, Rhode Island"
RI,0000672,15000US440010301004,"Block Group 4, Census Tract 301, Bristol County, Rhode Island"
RI,0000673,15000US440010302001,"Block Group 1, Census Tract 302, Bristol County, Rhode Island"
RI,0000674,15000US440010302002,"Block Group 2, Census Tract 302, Bristol County, Rhode Island"
RI,0000675,15000US440010302003,"Block Group 3, Census Tract 302, Bristol County, Rhode Island"
RI,0000676,15000US440010303001,"Block Group 1, Census Tract 303, Bristol County, Rhode Island"
RI,0000677,15000US440010303002,"Block Group 2, Census Tract 303, Bristol County, Rhode Island"
RI,0000678,15000US440010303003,"Block Group 3, Census Tract 303, Bristol County, Rhode Island"
RI,0000679,15000US440010304001,"Block Group 1, Census Tract 304, Bristol County, Rhode Island"
RI,0000680,15000US440010304002,"Block Group 2, Census Tract 304, Bristol County, Rhode Island"
RI,0000681,15000US440010304003,"Block Group 3, Census Tract 304, Bristol County, Rhode Island"
RI,0000682,15000US440010305001,"Block Group 1, Census Tract 305, Bristol County, Rhode Island"
RI,0000683,15000US440010305002,"Block Group 2, Census Tract 305, Bristol County, Rhode Island"
RI,0000684,15000US440010305003,"Block Group 3, Census Tract 305, Bristol County, Rhode Island"
RI,0000685,15000US440010306011,"Block Group 1, Census Tract 306.01, Bristol County, Rhode Island"
RI,0000686,15000US440010306012,"Block Group 2, Census Tract 306.01, Bristol County, Rhode Island"
RI,0000687,15000US440010306013,"Block Group 3, Census Tract 306.01, Bristol County, Rhode Island"
RI,0000688,15000US440010306021,"Block Group 1, Census Tract 306.02, Bristol County, Rhode Island"
RI,0000689,15000US440010306022,"Block Group 2, Census Tract 306.02, Bristol County, Rhode Island"
RI,0000690,15000US440010306023,"Block Group 3, Census Tract 306.02, Bristol County, Rhode Island"
RI,0000691,15000US440010306024,"Block Group 4, Census Tract 306.02, Bristol County, Rhode Island"
RI,0000692,15000US440010307001,"Block Group 1, Census Tract 307, Bristol County, Rhode Island"
RI,0000693,15000US440010307002,"Block Group 2, Census Tract 307, Bristol County, Rhode Island"
RI,0000694,15000US440010307003,"Block Group 3, Census Tract 307, Bristol County, Rhode Island"
RI,0000695,15000US440010307004,"Block Group 4, Census Tract 307, Bristol County, Rhode Island"
RI,0000696,15000US440010308001,"Block Group 1, Census Tract 308, Bristol County, Rhode Island"
RI,0000697,15000US440010308002,"Block Group 2, Census Tract 308, Bristol County, Rhode Island"
RI,0000698,15000US440010308003,"Block Group 3, Census Tract 308, Bristol County, Rhode Island"
RI,0000699,15000US440010308004,"Block Group 4, Census Tract 308, Bristol County, Rhode Island"
RI,0000700,15000US440010309011,"Block Group 1, Census Tract 309.01, Bristol County, Rhode Island"
RI,0000701,15000US440010309012,"Block Group 2, Census Tract 309.01, Bristol County, Rhode Island"
RI,0000702,15000US440010309013,"Block Group 3, Census Tract 309.01, Bristol County, Rhode Island"
RI,0000703,15000US440010309021,"Block Group 1, Census Tract 309.02, Bristol County, Rhode Island"
RI,0000704,15000US440010309022,"Block Group 2, Census Tract 309.02, Bristol County, Rhode Island"
RI,0000705,15000US440010309023,"Block Group 3, Census Tract 309.02, Bristol County, Rhode Island"
RI,0000706,15000US440010309024,"Block Group 4, Census Tract 309.02, Bristol County, Rhode Island"
RI,0000707,15000US440030201011,"Block Group 1, Census Tract 201.01, Kent County, Rhode Island"
RI,0000708,15000US440030201012,"Block Group 2, Census Tract 201.01, Kent County, Rhode Island"
RI,0000709,15000US440030201013,"Block Group 3, Census Tract 201.01, Kent County, Rhode Island"
RI,0000710,15000US440030201021,"Block Group 1, Census Tract 201.02, Kent County, Rhode Island"
RI,0000711,15000US440030201022,"Block Group 2, Census Tract 201.02, Kent County, Rhode Island"
RI,0000712,15000US440030201023,"Block Group 3, Census Tract 201.02, Kent County, Rhode Island"
RI,0000713,15000US440030202001,"Block Group 1, Census Tract 202, Kent County, Rhode Island"
RI,0000714,15000US440030202002,"Block Group 2, Census Tract 202, Kent County, Rhode Island"
RI,0000715,15000US440030202003,"Block Group 3, Census Tract 202, Kent County, Rhode Island"
RI,0000716,15000US440030203001,"Block Group 1, Census Tract 203, Kent County, Rhode Island"
RI,0000717,15000US440030203002,"Block Group 2, Census Tract 203, Kent County, Rhode Island"
RI,0000718,15000US440030203003,"Block Group 3, Census Tract 203, Kent County, Rhode Island"
RI,0000719,15000US440030203004,"Block Group 4, Census Tract 203, Kent County, Rhode Island"
RI,0000720,15000US440030203005,"Block Group 5, Census Tract 203, Kent County, Rhode Island"
RI,0000721,15000US440030204001,"Block Group 1, Census Tract 204, Kent County, Rhode Island"
RI,0000722,15000US440030204002,"Block Group 2, Census Tract 204, Kent County, Rhode Island"
RI,0000723,15000US440030204003,"Block Group 3, Census Tract 204, Kent County, Rhode Island"
RI,0000724,15000US440030205001,"Block Group 1, Census Tract 205, Kent County, Rhode Island"
RI,0000725,15000US440030205002,"Block Group 2, Census Tract 205, Kent County, Rhode Island"
RI,0000726,15000US440030205003,"Block Group 3, Census Tract 205, Kent County, Rhode Island"
RI,0000727,15000US440030206011,"Block Group 1, Census Tract 206.01, Kent County, Rhode Island"
RI,0000728,15000US440030206012,"Block Group 2, Census Tract 206.01, Kent County, Rhode Island"
RI,0000729,15000US440030206013,"Block Group 3, Census Tract 206.01, Kent County, Rhode Island"
RI,0000730,15000US440030206014,"Block Group 4, Census Tract 206.01, Kent County, Rhode Island"
RI,0000731,15000US440030206021,"Block Group 1, Census Tract 206.02, Kent County, Rhode Island"
RI,0000732,15000US440030206022,"Block Group 2, Census Tract 206.02, Kent County, Rhode Island"
RI,0000733,15000US440030206031,"Block Group 1, Census Tract 206.03, Kent County, Rhode Island"
RI,0000734,15000US440030206032,"Block Group 2, Census Tract 206.03, Kent County, Rhode Island"
RI,0000735,15000US440030206033,"Block Group 3, Census Tract 206.03, Kent County, Rhode Island"
RI,0000736,15000US440030206041,"Block Group 1, Census Tract 206.04, Kent County, Rhode Island"
RI,0000737,15000US440030206042,"Block Group 2, Census Tract 206.04, Kent County, Rhode Island"
RI,0000738,15000US440030206043,"Block Group 3, Census Tract 206.04, Kent County, Rhode Island"
RI,0000739,15000US440030207011,"Block Group 1, Census Tract 207.01, Kent County, Rhode Island"
RI,0000740,15000US440030207021,"Block Group 1, Census Tract 207.02, Kent County, Rhode Island"
RI,0000741,15000US440030207022,"Block Group 2, Census Tract 207.02, Kent County, Rhode Island"
RI,0000742,15000US440030207031,"Block Group 1, Census Tract 207.03, Kent County, Rhode Island"
RI,0000743,15000US440030207032,"Block Group 2, Census Tract 207.03, Kent County, Rhode Island"
RI,0000744,15000US440030207033,"Block Group 3, Census Tract 207.03, Kent County, Rhode Island"
RI,0000745,15000US440030208001,"Block Group 1, Census Tract 208, Kent County, Rhode Island"
RI,0000746,15000US440030208002,"Block Group 2, Census Tract 208, Kent County, Rhode Island"
RI,0000747,15000US440030208003,"Block Group 3, Census Tract 208, Kent County, Rhode Island"
RI,0000748,15000US440030209011,"Block Group 1, Census Tract 209.01, Kent County, Rhode Island"
RI,0000749,15000US440030209012,"Block Group 2, Census Tract 209.01, Kent County, Rhode Island"
RI,0000750,15000US440030209013,"Block Group 3, Census Tract 209.01, Kent County, Rhode Island"
RI,0000751,15000US440030209014,"Block Group 4, Census Tract 209.01, Kent County, Rhode Island"
RI,0000752,15000US440030209031,"Block Group 1, Census Tract 209.03, Kent County, Rhode Island"
RI,0000753,15000US440030209032,"Block Group 2, Census Tract 209.03, Kent County, Rhode Island"
RI,0000754,15000US440030209033,"Block Group 3, Census Tract 209.03, Kent County, Rhode Island"
RI,0000755,15000US440030209041,"Block Group 1, Census Tract 209.04, Kent County, Rhode Island"
RI,0000756,15000US440030209042,"Block Group 2, Census Tract 209.04, Kent County, Rhode Island"
RI,0000757,15000US440030210011,"Block Group 1, Census Tract 210.01, Kent County, Rhode Island"
RI,0000758,15000US440030210012,"Block Group 2, Census Tract 210.01, Kent County, Rhode Island"
RI,0000759,15000US440030210021,"Block Group 1, Census Tract 210.02, Kent County, Rhode Island"
RI,0000760,15000US440030210022,"Block Group 2, Census Tract 210.02, Kent County, Rhode Island"
RI,0000761,15000US440030210023,"Block Group 3, Census Tract 210.02, Kent County, Rhode Island"
RI,0000762,15000US440030210024,"Block Group 4, Census Tract 210.02, Kent County, Rhode Island"
RI,0000763,15000US440030211001,"Block Group 1, Census Tract 211, Kent County, Rhode Island"
RI,0000764,15000US440030211002,"Block Group 2, Census Tract 211, Kent County, Rhode Island"
RI,0000765,15000US440030211003,"Block Group 3, Census Tract 211, Kent County, Rhode Island"
RI,0000766,15000US440030211004,"Block Group 4, Census Tract 211, Kent County, Rhode Island"
RI,0000767,15000US440030212001,"Block Group 1, Census Tract 212, Kent County, Rhode Island"
RI,0000768,15000US440030212002,"Block Group 2, Census Tract 212, Kent County, Rhode Island"
RI,0000769,15000US440030212003,"Block Group 3, Census Tract 212, Kent County, Rhode Island"
